Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,Primary_AI_Tool,Num_AI_Tools_Used,Academic_Use_Flag,Usage_Bucket
Rudra,Acharya Narendra Dev College,Science,2,Claude,1.3,Assignments,3,-1,True,Bard,8,True,Delhi Ncr,Laptop,High,Claude,1,True,Medium (1-3h)
Dhruv,Government Degree College,Commerce,4,ChatGPT,0.5,Learning new topics,4,5,True,Other,7,True,Jammu,Tablet,High,ChatGPT,1,True,Low (<1h)
Kabir,Nirma University,Commerce,3,ChatGPT,0.9,Assignments,3,-2,False,Copilot,10,True,Gujarat,Mobile,Poor,ChatGPT,1,True,Low (<1h)
Atharv,N. L. Dalmia Institute Of Management Studies,Management,4,Copilot,4.9,"Learning new topics, Resume Writing, Content Writing",1,4,True,Copilot,3,False,Maharashtra,Laptop,Poor,Copilot,1,True,High (3h+)
Om,"Presidency University, School Of Management, Bangalore",Management,2,ChatGPT,1.9,"Project Work, Resume Writing, Exam Preparation",1,0,True,Gemini,8,False,Karnataka,Tablet,Poor,ChatGPT,1,False,Medium (1-3h)
Anaya,Empee Institute Of Hotel Management And Catering,Hotel-Management,4,Copilot,4.6,"Content Writing, Learning new topics",4,-3,False,Other,8,True,Tamil Nadu,Tablet,High,Copilot,1,True,High (3h+)
Siya,"St. Xavier'S College, Mumbai",Arts,4,ChatGPT,1.4,MCQ Practice,2,-5,False,Copilot,3,True,Maharashtra,Laptop,Medium,ChatGPT,1,False,Medium (1-3h)
Diya,Baddi University Of Emerging Sciences And Technologies,Medical,4,ChatGPT,2.5,"Doubt Solving, Exam Preparation, MCQ Practice",4,-4,True,ChatGPT,6,True,Himachal Pradesh,Mobile,High,ChatGPT,1,False,Medium (1-3h)
Myra,"P.P. Savani University, Surat",Commerce,2,Gemini,3.9,"MCQ Practice, Assignments",5,4,True,Claude,2,True,Gujarat,Laptop,Poor,Gemini,1,True,High (3h+)
Aadhya,"Bhattadev University, Pathsala",Arts,1,Copilot,0.6,"Coding Help, Project Work, Resume Writing",5,-4,False,Gemini,1,True,Assam,Laptop,High,Copilot,1,False,Low (<1h)
Riya,Osmania University,Arts,4,Claude,3.3,"Assignments, Learning new topics",1,5,False,Copilot,10,False,Telangana,Mobile,Poor,Claude,1,True,High (3h+)
Pari,Swami Vivekanand College Of Computer Science,Science,3,Copilot,4.1,"Coding Help, Project Work, Assignments",4,-1,True,Gemini,7,True,Gujarat,Mobile,High,Copilot,1,True,High (3h+)
Anika,"Vivekananda Degree College, Bangalore",Arts,2,Claude,4.0,"Resume Writing, Coding Help",3,2,False,Other,5,False,Karnataka,Laptop,Medium,Claude,1,False,High (3h+)
Ira,Dibrugarh Hanumanbux Surajmal Kanoi College,Arts,1,Copilot,2.8,"Exam Preparation, Project Work",4,-1,False,ChatGPT,7,True,Assam,Tablet,Medium,Copilot,1,False,Medium (1-3h)
Meera,"Baba Baruadas Pg College, Ambedkar Nagar",Arts,4,Other,2.4,Doubt Solving,3,2,True,Other,3,True,Uttar Pradesh,Tablet,High,Other,1,False,Medium (1-3h)
Saanvi,Belagavi Institute Of Medical Sciences,Medical,1,Copilot,2.6,Exam Preparation,3,-3,True,Other,5,True,Karnataka,Tablet,High,Copilot,1,False,Medium (1-3h)
Navya,"Yenepoya University, Mangalore",Pharmacy,3,Bard,0.7,Assignments,5,-4,False,Claude,2,True,Karnataka,Tablet,Poor,Bard,1,True,Low (<1h)
Aarohi,Bharathiar University,Medical,3,Copilot,1.6,Doubt Solving,1,-4,False,Gemini,3,False,Tamil Nadu,Mobile,High,Copilot,1,False,Medium (1-3h)
Prisha,Iiebm Indus Business School,Management,4,Other,1.8,"Exam Preparation, Doubt Solving, Content Writing",3,0,True,Gemini,3,False,Maharashtra,Tablet,Poor,Other,1,False,Medium (1-3h)
Ishita,St. Xavier'S University,Management,3,Other,1.0,"Assignments, Doubt Solving, MCQ Practice",1,-5,True,Other,8,False,West Bengal,Tablet,Medium,Other,1,True,Low (<1h)
Rakhi,Sri Sri University,Medical,4,Copilot,3.3,"Learning new topics, Project Work, Exam Preparation",3,-4,True,Gemini,1,True,Orissa,Mobile,Medium,Copilot,1,True,High (3h+)
Ramya,Dr Babasaheb Ambedkar Open University,Medical,2,ChatGPT,1.4,"Resume Writing, MCQ Practice, Exam Preparation",5,-2,True,Copilot,8,False,Gujarat,Laptop,Medium,ChatGPT,1,False,Medium (1-3h)
Sneha,Hindustan College Of Engineering,Engineering,1,ChatGPT,1.2,Exam Preparation,4,2,True,Claude,10,True,Kerala,Mobile,High,ChatGPT,1,False,Medium (1-3h)
Divya,Baba Ghulam Shah Badshah University,Arts,4,ChatGPT,2.0,Project Work,4,2,False,ChatGPT,8,True,Jammu,Laptop,Poor,ChatGPT,1,False,Medium (1-3h)
Neha,"Uttaranchal Institute Of Management, Dehradun",Commerce,4,Gemini,3.7,"Assignments, Project Work, Content Writing",3,3,True,Copilot,7,True,Uttarakhand,Mobile,Poor,Gemini,1,True,High (3h+)
Pooja,St Francis De Sales College,Arts,3,Claude,3.6,Resume Writing,3,-2,False,Copilot,8,False,Maharashtra,Tablet,Poor,Claude,1,False,High (3h+)
Kavya,"Narayan Zantye College Of Commerce, North Goa",Management,3,Bard,4.3,"Exam Preparation, Resume Writing, Doubt Solving",4,1,False,Claude,3,False,Goa,Laptop,Medium,Bard,1,False,High (3h+)
Aishwarya,"Nshm Knowledge Campus, Kolkata",Science,1,Other,2.7,MCQ Practice,2,4,False,ChatGPT,7,False,West Bengal,Laptop,High,Other,1,False,Medium (1-3h)
Shreya,"Srinivas University, Mangalore",Medical,2,Bard,0.7,Learning new topics,3,0,True,Gemini,9,True,Karnataka,Mobile,High,Bard,1,True,Low (<1h)
Nandini,"Besant Theosophical College, Madanapalle",Commerce,4,ChatGPT,3.3,Doubt Solving,2,2,False,Copilot,6,False,Andhra Pradesh,Tablet,High,ChatGPT,1,False,High (3h+)
Aarav,Sri Guru Granth Sahib World University,Engineering,2,Other,4.4,"Coding Help, Assignments, MCQ Practice",4,-4,True,Bard,10,True,Punjab,Tablet,Poor,Other,1,True,High (3h+)
Vivaan,William Carey University,Engineering,1,Gemini,3.3,Learning new topics,2,-1,False,Bard,8,False,Meghalaya,Mobile,High,Gemini,1,True,High (3h+)
Aditya,"Srm Engineering College, Kanchipuram",Engineering,3,Copilot,4.2,MCQ Practice,4,1,True,Gemini,8,False,Tamil Nadu,Laptop,Poor,Copilot,1,False,High (3h+)
Vihaan,"St Anthony'S College, Shillong",Arts,2,ChatGPT,1.7,"Project Work, Learning new topics, Exam Preparation",2,-3,False,Gemini,3,True,Meghalaya,Laptop,High,ChatGPT,1,True,Medium (1-3h)
Arjun,Aiph University,Medical,4,Bard,4.1,"Assignments, Exam Preparation",2,-5,True,ChatGPT,6,True,Orissa,Laptop,Poor,Bard,1,True,High (3h+)
Sai,Icfai Business School,Science,4,ChatGPT,2.3,Resume Writing,5,-5,False,Claude,7,True,Telangana,Tablet,Medium,ChatGPT,1,False,Medium (1-3h)
Reyansh,"Bir Tikendrajit University, Imphal",Pharmacy,3,Copilot,0.5,"Doubt Solving, Resume Writing",4,2,True,Bard,10,True,Manipur,Tablet,High,Copilot,1,False,Low (<1h)
Ayaan,"Bimala Prasad Chaliha College, Kamrup",Science,4,Gemini,4.5,Assignments,5,0,False,Other,3,True,Assam,Mobile,Poor,Gemini,1,True,High (3h+)
Krishna,"Pragjyotish College, Guwahati",Engineering,3,Bard,2.0,"Resume Writing, Assignments, Exam Preparation",5,4,False,Gemini,5,True,Assam,Tablet,High,Bard,1,True,Medium (1-3h)
Ishaan,Indian Institute Of Sugarcane Research,Science,1,Copilot,1.7,"Learning new topics, Coding Help, Assignments",1,2,False,Bard,1,True,Uttar Pradesh,Laptop,Poor,Copilot,1,True,Medium (1-3h)
Rudra,National Institute Of Technology,Engineering,2,Copilot,1.8,"Resume Writing, Project Work, Content Writing",2,-4,False,Bard,10,False,Chhattisgarh,Laptop,High,Copilot,1,False,Medium (1-3h)
Dhruv,Vardhman Institute Of Medical Sciences,Medical,1,Gemini,3.7,"Coding Help, Doubt Solving",1,1,True,Claude,4,False,Bihar,Mobile,High,Gemini,1,False,High (3h+)
Kabir,Acharya Nagarjuna University,Law,4,Bard,3.0,"Content Writing, Exam Preparation",4,2,False,Other,7,True,Andhra Pradesh,Mobile,High,Bard,1,False,Medium (1-3h)
Atharv,"Institute Of Management, Nirma University, Ahmedabad",Commerce,2,Claude,3.7,Doubt Solving,5,-4,True,Claude,8,True,Gujarat,Tablet,Poor,Claude,1,False,High (3h+)
Om,Techno Global University,Management,3,ChatGPT,3.2,"Coding Help, Doubt Solving",3,4,False,ChatGPT,9,True,Meghalaya,Mobile,Medium,ChatGPT,1,False,High (3h+)
Anaya,Hidayatullah National Law University,Law,3,Copilot,1.9,"Assignments, Resume Writing",2,4,False,ChatGPT,5,False,Chhattisgarh,Mobile,Poor,Copilot,1,True,Medium (1-3h)
Siya,National Institute Of Technology,Engineering,4,ChatGPT,1.1,"Coding Help, Assignments",4,2,False,Bard,8,False,Andhra Pradesh,Laptop,Medium,ChatGPT,1,True,Medium (1-3h)
Diya,Maulana Azad National Institute Of Technology,Science,2,Gemini,2.8,"Exam Preparation, Doubt Solving",2,0,True,Bard,10,True,Madhya Pradesh,Laptop,Medium,Gemini,1,False,Medium (1-3h)
Myra,"Mats School Of Law, Raipur",Law,4,Copilot,2.9,"Exam Preparation, Content Writing, Learning new topics",1,-3,True,Bard,5,False,Chhattisgarh,Tablet,High,Copilot,1,True,Medium (1-3h)
Aadhya,"Amity University, Patna",Management,1,Gemini,4.8,"Assignments, MCQ Practice, Project Work",4,3,True,ChatGPT,9,True,Bihar,Mobile,High,Gemini,1,True,High (3h+)
Riya,The Neotia University,Management,2,Gemini,4.2,"Exam Preparation, Coding Help, Project Work",5,4,False,Claude,10,False,West Bengal,Laptop,Poor,Gemini,1,False,High (3h+)
Pari,"Nagaland University, Zunhebotto",Engineering,3,Claude,1.3,Doubt Solving,3,1,False,ChatGPT,2,True,Nagaland,Tablet,High,Claude,1,False,Medium (1-3h)
Anika,Seth Gs Medical College,Pharmacy,3,Gemini,1.3,Resume Writing,3,1,True,ChatGPT,10,False,Maharashtra,Mobile,Medium,Gemini,1,False,Medium (1-3h)
Ira,National Institute Of Technology,Science,1,Copilot,2.3,"Resume Writing, Project Work",3,-1,False,ChatGPT,1,True,Kerala,Mobile,High,Copilot,1,False,Medium (1-3h)
Meera,Government Engineering College,Engineering,2,Claude,2.8,"Project Work, Coding Help, Resume Writing",1,0,False,Bard,7,True,Bihar,Laptop,Poor,Claude,1,False,Medium (1-3h)
Saanvi,"Andhra University, College Of Science & Technology,",Commerce,4,Other,1.6,Content Writing,5,4,True,Gemini,9,True,Andhra Pradesh,Laptop,High,Other,1,False,Medium (1-3h)
Navya,"Parvatibai Chowgule College Of Arts And Science, Salcete",Arts,4,Claude,0.9,"Doubt Solving, MCQ Practice, Project Work",2,0,True,Gemini,9,False,Goa,Tablet,Poor,Claude,1,False,Low (<1h)
Aarohi,Sarosh Institute Of Hotel Administration,Hotel-Management,1,ChatGPT,4.2,"Content Writing, Resume Writing, Assignments",1,2,False,Bard,5,False,Karnataka,Laptop,High,ChatGPT,1,True,High (3h+)
Prisha,Lady Hardinge Medical College,Medical,2,Bard,4.3,"Assignments, Resume Writing",5,4,True,Copilot,2,False,Delhi Ncr,Tablet,Medium,Bard,1,True,High (3h+)
Ishita,"Rayat Bahra Group Of Institutions: Ropar Campus,",Law,2,Other,3.0,"Project Work, MCQ Practice",5,3,False,Other,6,False,Punjab,Tablet,High,Other,1,False,Medium (1-3h)
Rakhi,Panjab University,Hotel-Management,3,Gemini,3.5,"Learning new topics, MCQ Practice",4,4,False,ChatGPT,3,True,Chandigarh,Tablet,Poor,Gemini,1,True,High (3h+)
Ramya,"Dr. M.G.R. Educational And Research Institute, Chennai",Pharmacy,1,ChatGPT,3.5,"Doubt Solving, Exam Preparation",4,3,True,Other,2,True,Tamil Nadu,Tablet,Medium,ChatGPT,1,False,High (3h+)
Sneha,Martin Luther Christian University,Arts,1,Copilot,4.9,"Learning new topics, Project Work",2,-5,True,Claude,6,True,Meghalaya,Laptop,Medium,Copilot,1,True,High (3h+)
Divya,Aryabhatta Knowledge University,Commerce,2,Other,0.6,"Learning new topics, MCQ Practice",1,4,False,Other,4,True,Bihar,Laptop,Medium,Other,1,True,Low (<1h)
Neha,"Jamia Hamdard University, New Delhi",Medical,1,Copilot,2.7,"MCQ Practice, Assignments, Coding Help",4,-4,False,Bard,9,True,Delhi Ncr,Mobile,High,Copilot,1,True,Medium (1-3h)
Pooja,Sanskar Institute Of Management & Information Techonogy,Hotel-Management,2,Other,3.8,"Resume Writing, Coding Help, Content Writing",2,-4,True,Copilot,10,False,Gujarat,Tablet,High,Other,1,False,High (3h+)
Kavya,Akal College Of Public Health And Hospital,Medical,3,Gemini,4.3,Doubt Solving,5,-1,False,ChatGPT,7,False,Himachal Pradesh,Laptop,High,Gemini,1,False,High (3h+)
Aishwarya,Aligarh Muslim University,Pharmacy,4,Copilot,1.0,"Exam Preparation, Doubt Solving, Resume Writing",5,-5,True,ChatGPT,5,False,Uttar Pradesh,Tablet,Medium,Copilot,1,False,Low (<1h)
Shreya,Nirmala College Of Pharmacy,Pharmacy,3,ChatGPT,2.3,"Coding Help, Assignments",2,1,True,Gemini,4,True,Kerala,Laptop,Poor,ChatGPT,1,True,Medium (1-3h)
Nandini,"Lady Keane College, Shillong",Science,1,Other,3.3,Exam Preparation,4,-5,False,Copilot,4,True,Meghalaya,Laptop,Poor,Other,1,False,High (3h+)
Aarav,Synetic Business School,Management,3,ChatGPT,4.2,"MCQ Practice, Coding Help, Project Work",5,4,False,ChatGPT,8,True,Punjab,Mobile,Poor,ChatGPT,1,False,High (3h+)
Vivaan,"Nagaland University, Zunhebotto",Law,1,Claude,1.9,"Coding Help, Resume Writing, Assignments",4,-5,False,Bard,7,True,Nagaland,Mobile,Medium,Claude,1,True,Medium (1-3h)
Aditya,"Oriental School Of Hotel Management Lakkidi, Wayanad",Science,1,Bard,0.7,"Project Work, Coding Help",5,1,True,Bard,10,True,Kerala,Laptop,High,Bard,1,False,Low (<1h)
Vihaan,"Pk Roy Memorial College, Dhanbad",Commerce,4,Claude,4.5,"Coding Help, Learning new topics, Exam Preparation",1,2,False,Bard,4,True,Jharkhand,Mobile,High,Claude,1,True,High (3h+)
Arjun,Farooqia College Of Pharmacy,Pharmacy,1,Bard,4.1,Resume Writing,5,-1,False,Claude,8,True,Karnataka,Mobile,Medium,Bard,1,False,High (3h+)
Sai,Dharma Apparao College,Commerce,2,ChatGPT,0.8,"Project Work, Learning new topics",3,4,True,Gemini,8,False,Andhra Pradesh,Tablet,Medium,ChatGPT,1,True,Low (<1h)
Reyansh,"Union Christian College, Shillong",Commerce,3,Copilot,4.9,"Resume Writing, Assignments, Coding Help",5,3,True,Claude,6,False,Meghalaya,Mobile,Medium,Copilot,1,True,High (3h+)
Ayaan,Shri Govindram Seksaria Institute Of Technology And,Pharmacy,2,ChatGPT,2.0,"Exam Preparation, Doubt Solving, Content Writing",3,4,False,Bard,5,True,Madhya Pradesh,Laptop,Medium,ChatGPT,1,False,Medium (1-3h)
Krishna,Chouksey Engineering College,Management,1,Claude,4.4,Exam Preparation,2,-5,True,Other,4,False,Chhattisgarh,Tablet,Medium,Claude,1,False,High (3h+)
Ishaan,"Indira Gandhi College Of Arts And Science, Pondicherry",Commerce,2,Claude,3.8,"Project Work, MCQ Practice",4,-3,True,Copilot,1,True,Puducherry,Laptop,High,Claude,1,False,High (3h+)
Rudra,Sam Higginbottom University Of Agriculture Technology And,Commerce,1,Gemini,1.8,Learning new topics,1,-5,True,Gemini,5,True,Uttar Pradesh,Mobile,Poor,Gemini,1,True,Medium (1-3h)
Dhruv,Jagdishprasad Jhabarmal Tibrewala University,Hotel-Management,2,Copilot,4.3,Resume Writing,2,-5,True,Copilot,2,True,Rajasthan,Tablet,Medium,Copilot,1,False,High (3h+)
Kabir,"Amity University, Raipur",Science,4,Other,4.0,Learning new topics,2,-1,False,Gemini,6,False,Chhattisgarh,Tablet,Medium,Other,1,True,High (3h+)
Atharv,Symbiosis Law School,Law,4,Other,0.8,Resume Writing,2,-2,False,Other,6,True,Maharashtra,Tablet,Medium,Other,1,False,Low (<1h)
Om,Lm Thapar School Of Management,Management,2,ChatGPT,3.9,"MCQ Practice, Content Writing, Project Work",2,0,True,ChatGPT,5,False,Punjab,Tablet,Poor,ChatGPT,1,False,High (3h+)
Anaya,"Icfai University, Raipur",Commerce,4,Gemini,3.8,"Coding Help, Resume Writing",5,1,False,Claude,9,False,Chhattisgarh,Mobile,Medium,Gemini,1,False,High (3h+)
Siya,International Institute Of Management Sciences,Hotel-Management,3,Bard,3.6,"Exam Preparation, Doubt Solving, Resume Writing",5,1,True,Gemini,4,False,West Bengal,Laptop,High,Bard,1,False,High (3h+)
Diya,Maulana Abul Kalam Azad University Of Technology,Law,4,Gemini,1.9,"Resume Writing, Learning new topics",3,3,True,Gemini,2,True,West Bengal,Laptop,High,Gemini,1,True,Medium (1-3h)
Myra,A.V. College Of Arts Science And Commerce,Arts,3,Gemini,3.1,"Doubt Solving, Learning new topics",4,2,False,Claude,7,False,Telangana,Laptop,Poor,Gemini,1,True,High (3h+)
Aadhya,National Institute Of Technology,Science,3,Claude,0.6,"MCQ Practice, Content Writing",1,0,True,Copilot,9,True,Nagaland,Laptop,Poor,Claude,1,False,Low (<1h)
Riya,Sri Guru Gobind Singh College,Arts,1,ChatGPT,0.8,Doubt Solving,2,0,True,Other,6,False,Chandigarh,Laptop,Medium,ChatGPT,1,False,Low (<1h)
Pari,"Government Arts College (Autonomous), Coimbatore",Science,3,Gemini,3.7,Doubt Solving,3,-5,False,Copilot,6,False,Tamil Nadu,Laptop,High,Gemini,1,False,High (3h+)
Anika,Asia Pacific Institute Of Management,Agriculture,1,Claude,3.4,Project Work,2,-2,True,Claude,4,False,Gujarat,Tablet,High,Claude,1,False,High (3h+)
Ira,Shri Rawatpura Sarkar University,Hotel-Management,3,ChatGPT,1.9,Project Work,4,-2,False,Claude,9,True,Chhattisgarh,Laptop,Medium,ChatGPT,1,False,Medium (1-3h)
Meera,"Rungta Group Of Institutions Raipur Campus, Raipur",Commerce,2,Copilot,4.7,Exam Preparation,3,0,True,Claude,7,True,Chhattisgarh,Tablet,High,Copilot,1,False,High (3h+)
Saanvi,North-Eastern Hill University,Arts,3,Copilot,3.1,"Assignments, Resume Writing, Coding Help",3,4,False,Claude,4,True,Meghalaya,Mobile,Medium,Copilot,1,True,High (3h+)
Navya,Bangalore Medical College And Research Institute,Medical,4,Gemini,2.6,"Exam Preparation, Content Writing",1,-3,True,Other,9,True,Karnataka,Mobile,High,Gemini,1,False,Medium (1-3h)
Aarohi,Adarsh Institute Of Management And Information Technology,Management,4,ChatGPT,1.3,Project Work,3,-2,True,Copilot,9,False,Karnataka,Laptop,Medium,ChatGPT,1,False,Medium (1-3h)
Prisha,"Adamas University, Kolkata",Engineering,3,Bard,0.5,"Project Work, Doubt Solving",2,-4,True,Bard,7,False,West Bengal,Tablet,High,Bard,1,False,Low (<1h)
Ishita,Dit University,Pharmacy,4,Gemini,1.1,Content Writing,4,5,False,Gemini,10,True,Uttarakhand,Tablet,Poor,Gemini,1,False,Medium (1-3h)
Rakhi,"Spc Education Center, Jaipur",Arts,4,Copilot,1.4,Exam Preparation,1,1,True,Bard,6,False,Rajasthan,Laptop,Poor,Copilot,1,False,Medium (1-3h)
Ramya,"Vidyasthali Law College, Jaipur",Law,1,Other,0.9,"Exam Preparation, Learning new topics, Doubt Solving",3,1,True,Claude,4,False,Rajasthan,Tablet,Poor,Other,1,True,Low (<1h)
Sneha,"University Institute Of Technology, Rajiv Gandhi Proudyogiki",Engineering,4,Claude,2.2,"Resume Writing, Coding Help, MCQ Practice",1,-2,True,Copilot,9,True,Madhya Pradesh,Tablet,High,Claude,1,False,Medium (1-3h)
Divya,Sikkim Manipal Institute Of Technology,Management,2,Claude,2.4,"Coding Help, Learning new topics, Assignments",1,3,False,Claude,8,False,Sikkim,Laptop,Poor,Claude,1,True,Medium (1-3h)
Neha,Rajiv Gandhi Government Polytechnic,Hotel-Management,1,Claude,0.6,"Exam Preparation, Project Work, Resume Writing",4,-2,False,ChatGPT,1,False,Arunachal Pradesh,Mobile,Medium,Claude,1,False,Low (<1h)
Pooja,Icar-Central Coastal Agricultural Research Institute,Agriculture,2,Copilot,3.5,"Exam Preparation, Doubt Solving",1,-4,True,Other,8,False,Goa,Laptop,Poor,Copilot,1,False,High (3h+)
Kavya,"Dnyanprassarak Mandal'S College Of Arts Science Commerce Management Studies & Technology, Bardez",Commerce,2,Gemini,4.3,"Coding Help, Resume Writing, Exam Preparation",1,3,False,Gemini,2,True,Goa,Tablet,Medium,Gemini,1,False,High (3h+)
Aishwarya,Baba Ghulam Shah Badshah University,Management,2,Claude,2.1,Assignments,5,-2,False,Other,1,True,Jammu,Laptop,Poor,Claude,1,True,Medium (1-3h)
Shreya,"Subbalakshmi Lakshmipathy College Of Science, Madurai",Hotel-Management,3,Claude,0.7,Assignments,4,-2,True,Copilot,4,True,Tamil Nadu,Mobile,Medium,Claude,1,True,Low (<1h)
Nandini,Bakhtiyarpur College Of Engineering,Engineering,4,ChatGPT,5.0,"MCQ Practice, Coding Help",2,-4,True,Other,3,True,Bihar,Laptop,High,ChatGPT,1,False,High (3h+)
Aarav,"Adoni Arts And Science College, Adoni",Arts,1,Copilot,2.0,"MCQ Practice, Doubt Solving, Content Writing",4,1,True,Gemini,4,True,Andhra Pradesh,Laptop,High,Copilot,1,False,Medium (1-3h)
Vivaan,Bfit Group Of Institutions,Arts,2,ChatGPT,2.3,"Assignments, Project Work",2,2,True,ChatGPT,5,True,Uttarakhand,Mobile,Medium,ChatGPT,1,True,Medium (1-3h)
Aditya,Sardarkrushinagar Dantiwada Agricultural University,Agriculture,2,Claude,1.9,"Exam Preparation, Coding Help, Learning new topics",5,4,True,Copilot,2,False,Gujarat,Tablet,High,Claude,1,True,Medium (1-3h)
Vihaan,"Anurag University, Hyderabad",Science,4,Other,4.7,"Resume Writing, Learning new topics, Coding Help",3,5,False,ChatGPT,6,True,Telangana,Tablet,Poor,Other,1,True,High (3h+)
Arjun,"K.L.E. Society'S S.A. Manvi Law College, Gadag",Law,4,Claude,2.8,"MCQ Practice, Assignments, Coding Help",1,4,True,Copilot,4,True,Karnataka,Mobile,Poor,Claude,1,True,Medium (1-3h)
Sai,Delhi College Of Arts And Commerce,Arts,1,ChatGPT,1.1,"Content Writing, MCQ Practice",2,1,True,Other,1,True,Delhi Ncr,Tablet,High,ChatGPT,1,False,Medium (1-3h)
Reyansh,State Institute Of Hospitality Management,Management,4,Other,4.4,Content Writing,3,5,True,Bard,7,True,Kerala,Mobile,High,Other,1,False,High (3h+)
Ayaan,Maulana Azad National Institute Of Technology,Engineering,3,Copilot,1.6,"Assignments, MCQ Practice, Project Work",2,4,False,Bard,6,False,Madhya Pradesh,Laptop,Poor,Copilot,1,True,Medium (1-3h)
Krishna,Ganpat University,Law,1,ChatGPT,4.4,MCQ Practice,1,5,True,Gemini,3,True,Gujarat,Mobile,High,ChatGPT,1,False,High (3h+)
Ishaan,"Gla University, Mathura",Pharmacy,2,Gemini,2.8,"Exam Preparation, Content Writing",2,-2,True,Claude,3,False,Uttar Pradesh,Laptop,Medium,Gemini,1,False,Medium (1-3h)
Rudra,Amritsar Group Of Colleges,Pharmacy,4,Other,1.4,"Coding Help, Learning new topics",4,1,True,Claude,8,False,Punjab,Tablet,High,Other,1,True,Medium (1-3h)
Dhruv,"Shyam University, Dausa",Pharmacy,4,Gemini,4.2,"Assignments, Project Work",4,-4,False,Bard,9,False,Rajasthan,Tablet,Poor,Gemini,1,True,High (3h+)
Kabir,"Nshm Knowledge Campus, Durgapur",Hotel-Management,2,Copilot,2.2,"Exam Preparation, Content Writing",4,3,False,ChatGPT,6,True,West Bengal,Tablet,Poor,Copilot,1,False,Medium (1-3h)
Atharv,Orissa University Of Agriculture And Technology,Agriculture,2,Gemini,4.6,Assignments,5,0,False,Claude,7,True,Orissa,Tablet,High,Gemini,1,True,High (3h+)
